79.55,5.575384080410004,0.7713139418254764,0.9777070063694268,0.8315217391304348,0.764336917562724,0.6312056737588653,0.887785501489573,0.4710900473933649,0.8617021276595744,0.9234543670264965,0.9207135777998018,0.769,0.921,0.459,0.853,0.801,0.894,0.497,0.891,0.941,0.929
82.95,4.714644402265549,0.7673314339981007,0.9924487594390508,0.7405900305188199,0.7869292748433303,0.7123809523809523,0.9158512720156555,0.5968331303288672,0.9028056112224448,0.929342492639843,0.9287128712871288,0.808,0.92,0.728,0.879,0.748,0.936,0.49,0.901,0.947,0.938
84.4,4.372568786144257,0.8112820512820513,0.9915343915343915,0.7364485981308411,0.8377065111758989,0.7369942196531792,0.936491935483871,0.6112920738327905,0.8962818003913894,0.950950950950951,0.9306243805748265,0.791,0.937,0.788,0.862,0.765,0.929,0.563,0.916,0.95,0.939
84.96,4.200067222118378,0.8270833333333333,0.9936170212765958,0.7930672268907563,0.8061594202898551,0.7825618945102261,0.9426559356136821,0.5859519408502772,0.9144278606965174,0.9436758893280632,0.9305283757338552,0.794,0.934,0.755,0.89,0.727,0.937,0.634,0.919,0.955,0.951
85.62,4.013169676065445,0.788785046728972,0.9915254237288136,0.7634099616858238,0.8413926499032882,0.7474178403755869,0.9415262636273538,0.6642246642246642,0.919,0.9521435692921236,0.9397233201581028,0.844,0.936,0.797,0.87,0.796,0.95,0.544,0.919,0.955,0.951
85.96,3.935627818107605,0.7943396226415095,0.9905561385099685,0.7532347504621072,0.8377862595419847,0.7345844504021448,0.9594320486815415,0.7144866385372715,0.9284274193548387,0.9466929911154985,0.9276061776061776,0.842,0.944,0.815,0.878,0.822,0.946,0.508,0.921,0.959,0.961
86.43,3.8022724986076355,0.7832422586520947,0.9916230366492147,0.800205973223481,0.8452722063037249,0.747982062780269,0.9669421487603306,0.6888331242158093,0.8999055712936733,0.9572564612326043,0.9542682926829268,0.86,0.947,0.777,0.885,0.834,0.936,0.549,0.953,0.963,0.939
86.69,3.768878310918808,0.783710407239819,0.9886714727085479,0.7905138339920948,0.8652694610778443,0.7215189873417721,0.9709844559585492,0.7413294797687862,0.9188660801564027,0.949119373776908,0.9393939393939394,0.866,0.96,0.8,0.867,0.855,0.937,0.513,0.94,0.97,0.961
86.96,3.6679281294345856,0.8277945619335347,0.9937238493723849,0.7747408105560791,0.8124444444444444,0.7610536218250236,0.9635627530364372,0.7360931435963778,0.9223968565815324,0.9490695396669931,0.9481037924151696,0.822,0.95,0.822,0.914,0.809,0.952,0.569,0.939,0.969,0.95
87.11,3.623844087123871,0.8107074569789675,0.9896587383660806,0.8087934560327198,0.8545279383429673,0.7172470978441128,0.9597989949748744,0.7439024390243902,0.9284294234592445,0.9537401574803149,0.9465346534653465,0.848,0.957,0.791,0.887,0.865,0.955,0.549,0.934,0.969,0.956
