78.68,6.109722137451172,0.7111853088480802,1.0,0.7392857142857143,0.7112616426756986,0.6700743494423792,0.9118257261410788,0.5005753739930955,0.8525519848771267,0.8984007525870179,0.9134709931170109,0.852,0.734,0.621,0.84,0.721,0.879,0.435,0.902,0.955,0.929
80.97,5.335063189268112,0.7867867867867868,1.0,0.8362068965517241,0.7434377646062659,0.5851900393184797,0.9662921348314607,0.6063218390804598,0.8826479438314945,0.9349753694581281,0.8646017699115044,0.786,0.87,0.582,0.878,0.893,0.86,0.422,0.88,0.949,0.977
83.12,4.668523609638214,0.7421602787456446,0.998868778280543,0.707638279192274,0.7754569190600522,0.7911001236093943,0.9188405797101449,0.6007109004739336,0.9375,0.9460539460539461,0.9078080903104422,0.852,0.883,0.806,0.891,0.64,0.951,0.507,0.87,0.947,0.965
75.4,6.0835453271865845,0.7793167128347184,1.0,0.8015267175572519,0.7745013009540329,0.7855579868708972,0.9720430107526882,0.5826771653543307,0.8596802841918295,0.9304347826086956,0.5030269675288938,0.844,0.009,0.735,0.893,0.718,0.904,0.592,0.968,0.963,0.914
78.98,5.0257768034935,0.8071216617210683,1.0,0.8348623853211009,0.7985739750445633,0.7383512544802867,0.9734888653234358,0.6337271750805585,0.896780303030303,0.9406037000973709,0.5718599033816425,0.816,0.266,0.728,0.896,0.824,0.918,0.59,0.947,0.966,0.947
85.64,4.1029521226882935,0.7386644682605111,0.9978471474703983,0.77998017839445,0.8480154888673765,0.7674650698602794,0.9808510638297873,0.6683673469387755,0.8865313653136532,0.9442815249266863,0.9521871820956256,0.896,0.927,0.787,0.876,0.769,0.922,0.524,0.961,0.966,0.936
85.91,3.990275800228119,0.7712243074173369,0.9946466809421841,0.7446808510638298,0.8430622009569378,0.8031319910514542,0.9401960784313725,0.6635514018691588,0.9407484407484408,0.9564356435643564,0.9321705426356589,0.863,0.929,0.84,0.881,0.718,0.959,0.568,0.905,0.966,0.962
84.76,4.335939139127731,0.7959183673469388,1.0,0.8248648648648649,0.8327137546468402,0.7393617021276596,0.9739311783107404,0.6860879904875149,0.9216269841269841,0.9593253968253969,0.7882256745707277,0.858,0.754,0.763,0.896,0.834,0.934,0.577,0.929,0.967,0.964
85.94,4.10788494348526,0.8313373253493014,0.9989130434782608,0.8980978260869565,0.8356807511737089,0.7641325536062378,0.955044955044955,0.5881856540084388,0.9262213359920239,0.9321223709369025,0.9350393700787402,0.833,0.919,0.661,0.89,0.784,0.956,0.697,0.929,0.975,0.95
86.54,3.9708555042743683,0.7591178965224766,0.9978401727861771,0.8484162895927602,0.8339517625231911,0.7683508102955195,0.952191235059761,0.6736353077816493,0.9438085327783559,0.9669669669669669,0.9169027384324835,0.895,0.924,0.75,0.899,0.806,0.956,0.58,0.907,0.966,0.971
