76.6,6.408210396766663,0.7315936626281454,1.0,0.6429192006950478,0.5865447419986937,0.6131147540983607,0.9273318872017353,0.68,0.8381818181818181,0.8870214752567693,0.9186507936507936,0.785,0.649,0.74,0.898,0.748,0.855,0.187,0.922,0.95,0.926
82.19,4.930118888616562,0.7987616099071208,0.9831578947368421,0.7592190889370932,0.7598290598290598,0.7331975560081466,0.9709302325581395,0.5683229813664596,0.8594646271510517,0.9271137026239067,0.8725135623869801,0.774,0.934,0.7,0.889,0.72,0.835,0.549,0.899,0.954,0.965
73.98,9.257527709007263,0.7402135231316725,nan,0.772020725388601,0.7180277349768875,0.7505050505050505,0.9761092150170648,0.651925820256776,0.884765625,0.9281553398058252,0.48717948717948717,0.832,0.0,0.745,0.932,0.743,0.858,0.457,0.906,0.956,0.969
75.07,6.792040407657623,0.7597517730496454,nan,0.7969598262757872,0.7311396468699839,0.7879133409350056,0.9672131147540983,0.5801376597836775,0.8464223385689355,0.9473161033797217,0.5252293577981652,0.857,0.0,0.734,0.911,0.691,0.885,0.59,0.97,0.953,0.916
75.59,6.832205057144165,0.8328042328042328,nan,0.8081587651598677,0.670487106017192,0.776824034334764,0.9753747323340471,0.6082677165354331,0.9048543689320389,0.9466403162055336,0.5251641137855579,0.787,0.0,0.733,0.936,0.724,0.911,0.618,0.932,0.958,0.96
76.21,6.206364452838898,0.7368421052631579,1.0,0.7885597548518897,0.7626527050610821,0.7000821692686935,0.9765208110992529,0.7013177159590044,0.8797061524334252,0.9434697855750487,0.5352839931153184,0.868,0.002,0.772,0.874,0.852,0.915,0.479,0.958,0.968,0.933
76.53,9.143538355827332,0.842948717948718,nan,0.7692307692307693,0.8080717488789237,0.7699115044247787,0.9765957446808511,0.6616216216216216,0.9186746987951807,0.946078431372549,0.48234709099950274,0.789,0.0,0.8,0.901,0.783,0.918,0.612,0.915,0.965,0.97
86.15,3.9107568860054016,0.8259979529170931,0.9946865037194474,0.8104166666666667,0.8048128342245989,0.7280477408354646,0.9836244541484717,0.7033792240300375,0.889934148635936,0.9528487229862476,0.9291949563530553,0.807,0.936,0.778,0.903,0.854,0.901,0.562,0.946,0.97,0.958
86.52,3.756677120923996,0.7872146118721461,0.9926082365364308,0.7723424270931326,0.8347183748845799,0.7869700103412617,0.9818956336528222,0.7023370233702337,0.9019047619047619,0.9473170731707317,0.9361493123772102,0.862,0.94,0.821,0.904,0.761,0.922,0.571,0.947,0.971,0.953
86.52,3.721548855304718,0.9010152284263959,0.9926547743966422,0.8006012024048096,0.8184306569343066,0.7808489634748272,0.9578313253012049,0.6190476190476191,0.9300699300699301,0.9592445328031809,0.9428571428571428,0.71,0.946,0.799,0.897,0.791,0.954,0.702,0.931,0.965,0.957
