74.29,6.792974054813385,0.7758081334723671,1.0,0.6700554528650647,0.5127020785219399,0.646954986760812,0.9146090534979424,0.56,0.8586640851887706,0.9303921568627451,0.8467815049864007,0.744,0.316,0.725,0.888,0.733,0.889,0.364,0.887,0.949,0.934
73.41,7.645517408847809,0.6947535771065183,nan,0.7584330794341676,0.7880434782608695,0.6550657385924207,0.9402061855670103,0.698744769874477,0.8868292682926829,0.9157894736842105,0.49318658280922434,0.874,0.0,0.697,0.87,0.847,0.912,0.334,0.909,0.957,0.941
83.83,4.649599879980087,0.8340659340659341,0.9945175438596491,0.7563600782778865,0.8133208255159474,0.7693121693121693,0.9684095860566448,0.5631154879140555,0.8724202626641651,0.9455984174085065,0.9157792836398838,0.759,0.907,0.773,0.867,0.727,0.889,0.629,0.93,0.956,0.946
79.97,5.102212369441986,0.7663384064458371,1.0,0.816374269005848,0.8601036269430051,0.6718146718146718,0.9446122860020141,0.635118306351183,0.9084645669291339,0.938953488372093,0.6446111869031378,0.856,0.458,0.698,0.83,0.87,0.938,0.51,0.923,0.969,0.945
85.09,4.246790677309036,0.7403685092127303,0.9956896551724138,0.8356807511737089,0.8209934395501406,0.6965294592413237,0.9432270916334662,0.6859623733719248,0.9070667957405615,0.951195219123506,0.9483805668016194,0.884,0.924,0.712,0.876,0.863,0.947,0.474,0.937,0.955,0.937
84.74,4.391352504491806,0.8061325420375866,1.0,0.7253032928942807,0.7662447257383966,0.8211586901763224,0.9610655737704918,0.6326315789473684,0.8972667295004713,0.9579579579579579,0.9432624113475178,0.815,0.883,0.837,0.908,0.652,0.938,0.601,0.952,0.957,0.931
85.58,4.264152854681015,0.798670465337132,0.9977116704805492,0.8104366347177849,0.8218549127640037,0.7529734675205856,0.9453280318091452,0.6674311926605505,0.9359504132231405,0.9534192269573836,0.8796718322698268,0.841,0.872,0.761,0.895,0.823,0.951,0.582,0.906,0.962,0.965
81.22,4.5657093822956085,0.7918968692449355,1.0,0.7531083481349912,0.8377609108159393,0.7967567567567567,0.9699170124481328,0.6743383199079401,0.9063992359121299,0.9565217391304348,0.6272425249169435,0.86,0.412,0.848,0.883,0.737,0.935,0.586,0.949,0.968,0.944
78.45,4.891297489404678,0.7762923351158645,1.0,0.7901828681424446,0.8502879078694817,0.7841584158415842,0.9758656873032528,0.7023661270236613,0.9174041297935103,0.9448209099709584,0.5141635489043292,0.871,0.11,0.821,0.886,0.792,0.93,0.564,0.933,0.976,0.962
83.66,4.279825985431671,0.7970342910101946,0.998324958123953,0.7683257918552037,0.8212341197822142,0.7898989898989899,0.9692622950819673,0.7367724867724867,0.9151398264223722,0.945631067961165,0.713855421686747,0.86,0.596,0.849,0.905,0.782,0.946,0.557,0.949,0.974,0.948
